Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,All Time Rank Factor,Explicit Track Logical
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,2023-09-21,US38Y2304586,0.0,21.9,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,2022-06-10,USAT22207312,0.0,21.9,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1,,True
Only Fine Girl,Only Fine Girl - Single,Spyro,2023-09-29,ZA56E2305137,0.0,21.9,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
EVIL EMPIRE,YOUNG GENIUS,Lil Mabu,2024-04-05,USUYG1539670,0.0,21.9,0.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Overwhelmed,Overwhelmed,Royal & the Serpent,2020-06-26,USAT22002973,0.0,21.9,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,163.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Good as Hell,Good As Hell,Lizzo,2016-03-09,USAT21600354,0.0,21.9,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,36.0,0.0,62.0,0.0,0.0,0.0,0.0,0,,False
Caroline,Caroline,Aminï¿,2016-03-09,USCGH1697037,0.0,21.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,3.0,18.0,0.0,10.0,0.0,0.0,0.0,0.0,1,,True
Mon ami,Mon ami,Tiesco le sultan,2023-10-10,TCAHN2316445,0.0,21.9,0.0,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Zombie Dance with New DB Heroes,Mummy Dance with Family,D Billions,2023-12-08,AEA0Q2376389,0.0,21.9,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Adictiva,Adictiva,Daddy Yankee,2018-11-09,US2BU1801109,0.0,21.9,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,36.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0,,False
Kitsch,Kitsch,IVE,2023-03-27,QM4TX2337765,0.0,21.9,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,9.0,1.0,35.0,25.0,0.0,161.0,0.0,0.0,0,,False
Rewrite The Stars,Rewrite The Stars,Zac Efron,2017-11-17,USAT21704623,0.0,21.8,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,2022-08-01,USA2P2230222,0.0,21.8,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,106.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0,,False
Enchanted (Taylor's Version),Speak Now (Taylor's Version),Taylor Swift,2023-07-07,USUG12302081,0.0,21.8,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,2.0,0.0,53.0,0.0,0.0,0.0,0.0,0,,False
GUCCI LOS PAï¿½ï,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2023-02-24,USUM72222544,0.0,21.8,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1,,True
Legends Never Die,Legends Never Die (feat. Against The Current),League of Legends,2017-09-15,QMAF31500062,0.0,21.8,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,115.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,0.0,0,,False
BLEED,BLEED - Single,The Kid LAROI,2023-11-03,USSM12300831,0.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,933.0,0.0,0.0,0.0,19.0,0.0,165.0,19.0,0.0,8.0,0.0,575.0,0.0,0.0,0,,False
IDGAF,IDGAF,Lucixn,2023-02-13,QZLBC2302548,0.0,21.8,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,True
Michi Teyu Ku (Overflowing),ýýýýýýýýýýýýýýý,Fujii Kaze,2024-03-14,JPPO02400480,0.0,21.8,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,468.0,0.0,1.0,0.0,9.0,0.0,7.0,0.0,0.0,0,,False
Desde Esa Noche,Desde Esa Noche,Thalia,2016-01-29,USSD11600005,0.0,21.8,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,6.0,19.0,0.0,26.0,0.0,0.0,0.0,0.0,0,,False
SOS (feat. Aloe Blacc),SOS (feat. Aloe Blacc),Avicii,2019-04-10,SE5R71900201,0.0,21.8,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,187.0,163.0,0.0,28.0,0.0,0.0,0.0,0.0,0,,False
Pulsar Bike,Dhamaka (Original Motion Picture Soundtrack) - EP,Bheems Ceciroleo,2023-01-07,IND292208377,0.0,21.8,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
FRANCHISE (feat. Young Thug & M.I.A.),FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,2020-09-25,USSM12004756,0.0,21.8,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,19.0,21.0,0.0,12.0,0.0,0.0,0.0,0.0,1,,True
Kya Baat Ay,Kya Baat Ay,Harrdy Sandhu,2018-09-24,INS171806873,0.0,21.8,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,994.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Do not touch,Do not touch,MISAMO,2023-07-14,JPWP02370420,0.0,21.8,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,66.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,False
PERSIAN RUGS,PARTYPACK,PARTYNEXTDOOR,2020-10-16,USWB12004216,0.0,21.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,63.0,37.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,1,,True
Romeo Juliet - Title Song,Romeo Vs Juliet (Original Motion Picture Soundtrack) - EP,Akassh,2024-03-12,INE241800060,0.0,21.8,0.0,13.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Ambition For Cash,Ambition For Cash,Key Glock,2021-10-01,USUYG1390429,0.0,21.8,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,117.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1,,True
En Peligro de Extinciï¿½,En Peligro De Extinciï¿½,La Adictiva,2018-05-13,MXA411400084,0.0,21.8,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0,,False
Besito,Besito,Soy Pau,2023-07-08,QZNWQ2336916,0.0,21.8,0.0,458.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
ýýýýýý,ýýýýýý,ýýýýýýýýýýýý,2024-01-05,JPPO02304150,0.0,21.8,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,334.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0,,False
Be Kind (with Halsey),Manic,Marshmello,2020-01-17,USUG12001567,0.0,21.8,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,251.0,40.0,0.0,34.0,0.0,0.0,0.0,0.0,0,,False
I GOT YOU,I GOT YOU,TWICE,2024-02-02,US5TA2300237,0.0,21.8,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,52.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0,,False
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,2022-10-20,DEA622201528,0.0,21.8,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,10.0,0.0,10.0,0.0,15.0,0.0,0.0,1,,True
CCC,CCC,Michelle Maciel,2023-05-05,UYB282379007,0.0,21.8,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0,,False
Dime,Dime,El Malilla,2024-04-15,USA2P2420093,0.0,21.8,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,50.0,0.0,5.0,0.0,29.0,0.0,5.0,0.0,0.0,0,,False
Do you like yogurt,Do you like yogurt - Single,Pierce,2023-03-03,KRMIM2335213,0.0,21.7,0.0,3.0,433.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,,False
Electric Love,Candy,Bï¿½ï¿,2014-11-10,USUM71416307,0.0,21.7,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,89.0,19.0,0.0,27.0,0.0,0.0,0.0,0.0,0,,False
MR. OCTOBER,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364185,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,1.0,0.0,3.0,0.0,618.0,0.0,0.0,1,,True
I Can Fix Him (No Really I Can),THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401038,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,258.0,5.0,4.0,0.0,38.0,0.0,494.0,0.0,0.0,0,,False
Kï¿½ï¿½,Kï¿½ï¿½,Mabel Matiz,2024-05-10,QM6N22432504,0.0,21.7,0.0,648.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,47.0,0.0,0.0,0.0,0,,False
Jee Ni Lagda,Making Memories,Karan Aujla,2023-08-18,CAW112300242,0.0,21.7,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,166.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Sudden Shower,"Lovely Runner, Pt. 1 (Original Soundtrack)",Eclipse,2024-04-08,KRA492400564,0.0,21.7,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,234.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0,,False
Nira Ishq,Nira Ishq,Guri,2019-02-21,FR10S1963992,0.0,21.7,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,False
lo que hay x aquï¿,lo que hay x aquï¿,Rels B,2023-03-10,UYB282376006,0.0,21.7,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,5.0,3.0,0.0,5.0,0.0,60.0,0.0,0.0,0,,False
Los Cachos,Los Cachos - Single,Piso 21,2022-07-08,MXF152200437,0.0,21.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,207.0,18.0,0.0,28.0,0.0,876.0,0.0,0.0,0,,False
Jugnu,Jugnu,Badshah,2021-10-26,INUM72100074,0.0,21.7,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,708.0,0.0,1.0,509.0,6.0,0.0,406.0,0.0,0.0,0,,False
NADIE SABE,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364181,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,67.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
nE !?,#1 - EP,Lvbel C5,2024-04-12,FRX282404287,0.0,21.7,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Graduation (with Juice WRLD),Graduation (with Juice WRLD),benny blanco,2019-08-30,USUM71916692,0.0,21.7,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,70.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,1,,True
Fim de Semana no Rio,Fim de Semana no Rio,Teto,2022-03-30,BXW922200001,0.0,21.7,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,34.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,1,,True
Best Time,Larger Than Life,Brent Faiyaz,2023-10-27,QZNMY2304784,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,645.0,0.0,3.0,0.0,1.0,0.0,351.0,0.0,0.0,1,,True
Hot N*gga,Hot N*gga,Bobby Shmurda,2014-07-25,USSM11405787,0.0,21.7,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,13.0,21.0,0.0,17.0,0.0,0.0,0.0,0.0,1,,True
No Sufrirï¿½ï¿½ por Nadie - R,No Sufrirï¿½ï¿½ por Nadie (Re,Joaquin Guiller,2023-03-03,QZ5AB2358733,0.0,21.7,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,,False
For Tonight,For Tonight,Giveon,2021-09-24,USSM12106837,0.0,21.7,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,714.0,37.0,0.0,8.0,0.0,0.0,0.0,0.0,0,,False
Barely Holdin' On,Barely Holdin' On,Polo G,2023-08-18,USSM12305651,0.0,21.7,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,155.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,1,,True
Lihim,Lihim,Arthur Miguel,2023-07-28,PHW012300230,0.0,21.7,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Shake It Off (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306677,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,6.0,0.0,71.0,0.0,0.0,0.0,0.0,0,,False
DICE AND ROLL,DICE AND ROLL,Odetari,2024-03-20,QZZ4J2400154,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,8.0,0.0,282.0,0.0,0.0,1,,True
Clara Bow,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401043,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,260.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0,,False
Witchy (feat. Childish Gambino),TIMELESS,KAYTRANADA,2024-06-07,USRC12300035,0.0,21.7,0.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,92.0,0.0,19.0,0.0,65.0,0.0,9.0,0.0,0.0,1,,True
Quiï¿½ï¿½reme Mientras Se P,Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,2020-05-01,QZDYA1800021,0.0,21.7,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,10.0,21.0,0.0,17.0,0.0,0.0,0.0,0.0,0,,False
About Damn Time,Special,Lizzo,2022-07-15,USAT22203704,0.0,21.7,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,98.0,0.0,0.0,0.0,0.0,1,,True
0800 HEAVEN,0800 HEAVEN - Single,Nathan Dawe,2023-06-09,GBAHS2300402,0.0,21.7,0.0,0.0,0.0,61.0,0.0,0.0,573.0,0.0,0.0,0.0,44.0,0.0,205.0,19.0,0.0,11.0,0.0,36.0,0.0,0.0,0,,False
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,2020-03-26,USSD12000059,0.0,21.7,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,13.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,0,,False
Hallelujah,A Pentatonix Christmas,Pentatonix,2016-10-21,USRC11601833,0.0,21.7,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,226.0,0.0,35.0,0.0,54.0,0.0,0.0,0.0,0.0,0,,False
You can't control my heart,Missing,Kurochuu,2024-06-09,CA5KR2466583,0.0,21.7,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
March Madness,56 Nights,Future,2015-03-21,USSM11507194,0.0,21.7,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,5.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,1,,True
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,2022-11-03,USRC12203892,0.0,21.7,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,False
Que Calor (with J Balvin & El Alfa),Major Lazer Essentials,Major Lazer,2018-10-19,QMUY41800271,0.0,21.7,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,277.0,55.0,0.0,39.0,0.0,0.0,0.0,0.0,0,,False
Make No Sense,AI YoungBoy 2,YoungBoy Never Broke Again,2019-10-11,USAT21904061,0.0,21.7,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,108.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
STARGAZING,ASTROWORLD,Travis Scott,2018-08-03,USSM11806658,0.0,21.7,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,5.0,17.0,0.0,12.0,0.0,0.0,0.0,0.0,1,,True
WTFYM,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402042,0.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,0.0,1,,True
All My Life,All My Life,Falling In Reverse,2024-06-06,USEP42414005,0.0,21.7,0.0,471.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,723.0,0.0,3.0,0.0,21.0,0.0,261.0,0.0,0.0,1,,True
Munch (Feelinï¿½ï¿½,Munch (Feelinï¿½ï¿½ï¿½ U) - ,Ice Spice,2022-08-10,CA5KR2269973,0.0,21.7,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,218.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,1,,True
If You Want Love,Perception,NF,2017-10-06,USUM71708224,0.0,21.7,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,63.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Humpty Dumpty,Fusion In The City,Lo Greco Bros,2022-07-22,ITI022200181,0.0,21.7,0.0,4.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Revenge,17,XXXTENTACION,2017-08-25,USUYG1156895,0.0,21.7,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,147.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1,,True
Savage Love,The Bboy Hoppers Dance Videos,Jason Derulo,2020-05-05,ESA012082771,0.0,21.6,0.0,8.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
White Iverson,White Iverson,Post Malone,2013-06-13,USUM71511528,0.0,21.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,30.0,115.0,0.0,36.0,28.0,0.0,25.0,0.0,0.0,0.0,0.0,1,,True
Hola - Remix,Hola (Remix),Dalex,2019-11-01,QM9WM1900166,0.0,21.6,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,16.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
The Black Dog,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,2024-04-19,USUG12401046,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,191.0,0.0,1.0,0.0,21.0,0.0,699.0,0.0,0.0,1,,True
Say Something (feat. Chris Stapleton),Say Something,Justin Timberlake,2018-01-25,USRC11703503,0.0,21.6,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,31.0,40.0,0.0,61.0,0.0,0.0,0.0,0.0,0,,False
Hoa Cï¿½ï¿½ï,Hoa Cï¿½ï¿½ï,Phong Max,2023-04-25,VNA1M2204855,0.0,21.6,0.0,962.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
I Know,I Know,Kanii,2023-03-10,USWB12300650,0.0,21.6,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,178.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1,,True
lost souls,The Melodic Blue,Baby Keem,2021-09-22,USSM12107536,0.0,21.6,0.0,0.0,0.0,64.0,0.0,0.0,54.0,0.0,0.0,0.0,17.0,0.0,39.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,1,,True
Don't You Know,Don't You Know,Crosby St. Models,2022-08-12,GBPVV2204622,0.0,21.6,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,,False
Hold Me Closer,Diamonds (Deluxe),Elton John,2017-11-10,GBUM72205030,0.0,21.6,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,113.0,63.0,0.0,94.0,0.0,0.0,0.0,0.0,0,,False
Se Joga no Passinho,Se Joga no Passinho,Brisa Star,2021-06-18,BXI8I2100073,0.0,21.6,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0,,False
Girls,Girls - The 2nd Mini Album,aespa,2022-07-08,KRA302200097,0.0,21.6,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,6.0,0.0,17.0,0.0,156.0,0.0,0.0,0,,False
Classic,MKTO,MKTO,2012-01-01,USSM11301446,0.0,21.6,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,489.0,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0,,False
The Last Goodbye (feat. Bettye LaVette),The Last Goodbye (feat. Bettye LaVette) - Single,ODESZA,2022-02-08,GBCFB2100832,0.0,21.6,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,19.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0,,False
The Weekend,Ctrl,SZA,2017-06-09,USRC11701116,0.0,21.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,65.0,22.0,0.0,59.0,0.0,0.0,0.0,0.0,1,,True
Overloading (OVERDOSE),"Overdose (feat. LADIPOE, Magixx & Boy Spyce) - Single",Mavins,2022-05-13,NGA3B2201001,0.0,21.6,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,4.0,0.0,30.0,0.0,193.0,0.0,0.0,0,,False
shipping,Follow Your Nature,great area,2022-12-15,UKKTQ2200011,0.0,21.6,0.0,259.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,432.0,0.0,0.0,0.0,0.0,162.0,0,,False
Stole the Show,Stole the Show,Kygo,2015-03-23,SEBGA1500071,0.0,21.6,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,14.0,90.0,0.0,25.0,0.0,0.0,0.0,0.0,0,,False
Mood - Remix,Mood (Remix),Zero Two,2021-06-09,VNA0R1989249,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2021-02-12,USRN12000200,0.0,21.6,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,29.0,6.0,0.0,28.0,0.0,0.0,0.0,0.0,0,,False
Kini Ecko Pergi Meninggalkanku,Kini Ecko Pergi Meninggalkanku,Ecko Show,2022-10-06,IDA832200929,0.0,21.6,0.0,487.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False
